# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-01
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	Mim Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr5	154038958	154057453	5q33.2		600491	MFAP3	Microfibrillar-associated protein-3	MFAP3	4238	ENSG00000037749			Mfap3 (MGI:1924068)
chr5	154190734	154420983	5q33.2		608043	GALNT10, GalNAcT10	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10	GALNT10	55568	ENSG00000164574			Galnt10 (MGI:1890480)
chr5	154445956	154461052	5q33.2		610398	SAP30L	SAP30-like protein	SAP30L	79685	ENSG00000164576			Sap30l (MGI:1354709)
chr5	154682662	154817606	5q33.2		612059	LARP1, LARP, KIAA0731	La ribonucleoprotein domain family, member 1	LARP1	23367	ENSG00000155506	incorrectly mapped to chromosome 10		Larp1 (MGI:1890165)
chr5	154857951	154876791	5q33.2		603731	CNOT8, CALIF, POP2	CCR4-NOT transcription complex, subunit 8	CNOT8	9337	ENSG00000155508			Cnot8 (MGI:1916375)
chr5	154887415	154938215	5q33.2		607005	GEMIN5	GEM-associated protein 5	GEMIN5	25929	ENSG00000082516			Gemin5 (MGI:2449311)
chr5	154941072	154969410	5q33.2		611835	MRPL22	Mitochondrial ribosomal protein L22	MRPL22	29093	ENSG00000082515			Mrpl22 (MGI:1333794)
chr5	155013699	155018124	5q33.2		609184	KIF4B	Kinesin family member 4B	KIF4B	285643	ENSG00000226650			
chr5	155728635	156767787	5q33.2-q33.3		601411	SGCD, SGD, LGMD2F, CMD1L	Sarcoglycan, delta (35kD dystrophin-associated glycoprotein)	SGCD	6444	ENSG00000170624	mutant in Syrian hamster cardiomyopathy	Cardiomyopathy, dilated, 1L, 606685 (3); Muscular dystrophy, limb-girdle, type 2F, 601287 (3), Autosomal recessive	Sgcd (MGI:1346525)
chr5	156915749	156963254	5q33.3		610096	TIMED4, TIM4, SMUCKLER	T-cell immunoglobulin and mucin domains-containing protein 4	TIMD4	91937	ENSG00000145850			Timd4 (MGI:2445125)
chr5	156979442	157059118	5q33.3		606518	HAVCR1, HAVCR	Hepatitis A virus cellular receptor 1	HAVCR1	26762	ENSG00000113249		{Atopy, resistance to}, 147050 (3), Autosomal dominant	
chr5	157085831	157109236	5q33.3		606652	TIM3	T-cell immunoglobulin- and mucin-domain-containing molecule	HAVCR2	84868	ENSG00000135077			Havcr2 (MGI:2159682)
chr5	157138439	157142909	5q33.3		605045	MED7, CRSP9, CRSP33	Mediator complex subunit 7	MED7	9443	ENSG00000155868			Med7 (MGI:1913463)
chr5	157180895	157255184	5q33.3		186973	ITK, EMT, LPFS1	T-cell-specific tyrosine kinase; homolog of mouse T-cell itk/tsk tyrosine kinase	ITK	3702	ENSG00000113263		Lymphoproliferative syndrome 1, 613011 (3), Autosomal recessive	Itk (MGI:96621)
chr5	157266079	157395597	5q33.3		606323	CYFIP2	Cytoplasmic FMRP interacting protein 2	CYFIP2	26999	ENSG00000055163			Cyfip2 (MGI:1924134)
chr5	157460018	157474721	5q33.3		609383	NIPAL4, ICHYN, ARCI6	NIPA-like domain-containing 4	NIPAL4	348938	ENSG00000172548		Ichthyosis, congenital, autosomal recessive 6, 612281 (3), Autosomal recessive	Nipal4 (MGI:2444671)
chr5	157477303	157575822	5q33.3		603640	ADAM19, MLTNB	A disintegrin and metalloproteinase domain-19 (meltrin-beta, mouse, homolog of)	ADAM19	8728	ENSG00000135074			Adam19 (MGI:105377)
chr5	157785742	157859174	5q33.3		607265	CLINT1, EPN4, EPNR, KIAA0171	Clathrin interactor 1 (epsin 4)	CLINT1	9685	ENSG00000113282			Clint1 (MGI:2144243)
chr5	158695914	159099761	5q33.3		164343	EBF, OLF1	Early B-cell factor (olfactory neuronal transcription factor 1)	EBF1	1879	ENSG00000164330			Ebf1 (MGI:95275)
chr5	159263080	159286039	5q33.3		609867	UBLCP1	Ubiquitin-like domain-containing CTD phosphatase 1	UBLCP1	134510	ENSG00000164332			Ublcp1 (MGI:1933105)
chr5	159314782	159330472	5q33.3		161561	IL12B, NKSF2, IMD29	Interleukin-12B (natural killer cell stimulatory factor-2, cytotoxic lymphocyte maturation factor-2, p40)	IL12B	3593	ENSG00000113302	between GLR1 and GABRA1	Immunodeficiency 29, mycobacteriosis, 614890 (3), Autosomal recessive	Il12b (MGI:96540)
chr5	159916732	159989204	5q33.3		104220	ADRA1B	Adrenergic, alpha-1B-, receptor	ADRA1B	147	ENSG00000170214			Adra1b (MGI:104774)
chr5	160009099	160065544	5q33.3		601963	TTC1, TPR1	Tetratricopeptide repeat domain-1	TTC1	7265	ENSG00000113312			Ttc1 (MGI:1914077)
chr5	160187366	160238721	5q33.3		600422	FABP6, ILLBP	Fatty acid-binding protein 6, ileal (gastrotropin)	FABP6	2172	ENSG00000170231			Fabp6 (MGI:96565)
chr5	160393147	160400096	5q33.3		615253	C5orf54, ZBED8, BUSTER3	Chromosome 5 open reading frame 54	ZBED8	63920	ENSG00000221886			
chr5	160421806	160428743	5q33.3		604147	PTTG1, EAP1, TUTR1	Pituitary tumor-transforming gene 1	PTTG1	9232	ENSG00000164611			Pttg1 (MGI:1353578)
chr5	160485351	160485449	5q33.3		610566	MIR146A, MIRN146A	Micro RNA 146A	MIR146A	406938	ENSG00000253522			
chr5	160500000	177100000		5q34-q35.2	608036	NIDDM4	Diabetes mellitus, noninsulin-dependent, 4		100188782			{Diabetes mellitus, noninsulin-dependent}, 125853 (2), Autosomal dominant	
chr5	161288428	161548123	5q34		600232	GABRB2	Gamma-aminobutyric acid (GABA) A receptor, beta-2	GABRB2	2561	ENSG00000145864			Gabrb2 (MGI:95620)
chr5	161685651	161702591	5q34		137143	GABRA6	Gamma-aminobutyric acid (GABA) A receptor, alpha-6	GABRA6	2559	ENSG00000145863			Gabra6 (MGI:95618)
chr5	161847190	161899958	5q34		137160	GABRA1, EJM5, ECA4, EIEE19	Gamma-aminobutyric acid (GABA) A receptor, alpha-1	GABRA1	2554	ENSG00000022355	in same 200kb as GABRG2	{Epilepsy, childhood absence, susceptibility to, 4}, 611136 (3); {Epilepsy, juvenile myoclonic, susceptibility to, 5}, 611136 (3); Epileptic encephalopathy, early infantile, 19, 615744 (3), Autosomal dominant	Gabra1 (MGI:95613)
chr5	162067641	162155538	5q34		137164	GABRG2, GEFSP3, CAE2, ECA2	Gamma-aminobutyric acid (GABA) A receptor, gamma-2	GABRG2	2566	ENSG00000113327	in alpha/beta/gamma cluster	{Epilepsy, childhood absence, susceptibility to, 2}, 607681 (3), Autosomal dominant; Epilepsy, generalized, with febrile seizures plus, type 3, 611277 (3), Autosomal dominant; Febrile seizures, familial, 8, 611277 (3), Autosomal dominant	Gabrg2 (MGI:95623)
chr5	163437566	163445015	5q34		601578	CCNG1	Cyclin G1	CCNG1	900	ENSG00000113328			Ccng1 (MGI:102890)
chr5	163460510	163491944	5q34		600936	HMMR	Hyaluronan-mediated motility receptor (RHAMM)	HMMR	3161	ENSG00000072571		{Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant	Hmmr (MGI:104667)
chr5	166979065	168264158	5q34		610119	TENM2, ODZ2, TNM2, KIAA1127	Teneurin transmembrane protein 2	TENM2	57451	ENSG00000145934			Tenm2 (MGI:1345184)
chr5	168292059	168472302	5q34		610533	WWC1, KIBRA, KIAA0869, MEMRYQTL	WW, C2, and coiled-coil domain-containing 1	WWC1	23286	ENSG00000113645		[Memory, enhanced, QTL], 615602 (3)	Wwc1 (MGI:2388637)
chr5	168486457	168519305	5q34		107820	RARS, HLD9	Arginyl-tRNA synthetase	RARS	5917	ENSG00000113643		Leukodystrophy, hypomyelinating, 9, 616140 (3), Autosomal recessive	Rars (MGI:1914297)
chr5	168555622	168579608	5q34		606161	PANK3	Pantothenate kinase 3	PANK3	79646	ENSG00000120137			Pank3 (MGI:2387464)
chr5	168560895	168560972	5q34		613187	MIR103-1, MIRN103-1	Micro RNA 103-1	MIR103A1	406895	ENSG00000199035			
chr5	168661732	169301128	5q34-q35		603745	SLIT3, SLIL2, MEGF5	Slit, Drosophila, homolog of, 3	SLIT3	6586	ENSG00000184347			Slit3 (MGI:1315202)
chr5	168768145	168768254	5q34		616771	MIR218-2	Micro RNA 218-2	MIR218-2	407001	ENSG00000207739	in intron of SLIT3		
chr5	169000000	181538259		5q35	208100	AMCN, AMCN1	Arthrogryposis multiplex congenital, neurogenic	AMCN	261			Arthrogryposis multiplex congenita, neurogenic, 208100 (2), Autosomal recessive	
chr5	169000000	181538259		5q35	118840	CHR	Chromate resistance (sulfate transport)	CHR	1125				
chr5	169583633	169604777	5q35.1		616401	SPDL1, CCDC99, SPINDLY	Spindly apparatus coiled-coil protein 1	SPDL1	54908	ENSG00000040275			Spdl1 (MGI:1917635)
chr5	169637246	170083381	5q35.1		603122	DOCK2, IMD40	Dedicator of cytokinesis 2	DOCK2	1794	ENSG00000134516		Immunodeficiency 40, 616433 (3), Autosomal recessive	Dock2 (MGI:2149010)
chr5	170105896	170109724	5q35.1		601093	FOXI1, FKHL10, FREAC6	Forkhead box I1	FOXI1	2299	ENSG00000168269	some patients have digenic mutations with SLC26A4	Enlarged vestibular aqueduct, 600791 (3), Autosomal recessive	Foxi1 (MGI:1096329)
chr5	170248083	170297817	5q35.1		601603	LCP2, SLP76	Lymphocyte cytosolic protein-2 (SH2 domain-containing leukocyte protein of 76kD)	LCP2	3937	ENSG00000043462			Lcp2 (MGI:1321402)
chr5	170378160	170389676	5q35.1		603951	KCNMB1	Potassium large conductance calcium-activated channel, subfamily M, beta member 1	KCNMB1	3779	ENSG00000145936		{Hypertension, diastolic, resistance to}, 608622 (3), Autosomal dominant	Kcnmb1 (MGI:1334203)
chr5	170783718	170814046	5q35.1		602729	GABRP	Gamma-aminobutyric acid receptor, pi	GABRP	2568	ENSG00000094755			Gabrp (MGI:2387597)
chr5	170861881	171300014	5q35.1		606141	RANBP17	RAN-binding protein 17	RANBP17	64901	ENSG00000204764			Ranbp17 (MGI:1929706)
chr5	171251642	171253951	5q35.1		603091	USP12, UBH1	ubiquitin-specific protease 12 (ubiquitin-hydrolyzing enzyme 1)	USP12P1	9959				
chr5	171309283	171312133	5q35.1		604640	TLX3, HOX11L2, RNX	T-cell leukemia, homeobox 3	TLX3	30012	ENSG00000164438	activated in T-cell ALL		Tlx3 (MGI:1351209)
chr5	171387647	171410899	5q35.1		164040	NPM1	Nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin)	NPM1	4869	ENSG00000181163	fused with RARA in APL	Leukemia, acute myeloid, somatic, 601626 (3)	Npm1 (MGI:106184)
chr5	171419662	171457625	5q35.1		603726	FGF18	Fibroblast growth factor-18	FGF18	8817	ENSG00000156427			Fgf18 (MGI:1277980)
chr5	171861548	172006872	5q35.1		605651	FBXW11, FBXW1B, BTRC2, BTRCP2	F-box and WD40 domain protein 11	FBXW11	23291	ENSG00000072803			Fbxw11 (MGI:2144023)
chr5	172042069	172188341	5q35.1		603919	STK10, LOK	Serine/threonine protein kinase-10	STK10	6793	ENSG00000072786			Stk10 (MGI:1099439)
chr5	172209644	172283796	5q35.1		610174	UBTD2, DCUBP, MGC30022	Ubiquitin domain-containing protein 2	UBTD2	92181	ENSG00000168246			Ubtd2 (MGI:2444752)
chr5	172325180	172454522	5q35.1		613293	SH3PXD2B, TKS4, KIAA1295, FTHS	SH3 and PX domains-containing protein 2B	SH3PXD2B	285590	ENSG00000174705		Frank-ter Haar syndrome, 249420 (3), Autosomal recessive	Sh3pxd2b (MGI:2442062)
chr5	172641265	172691539	5q35.1		615893	NEURL1B, NEUR2	Neuralized E3 ubiquitin protein ligase 1B	NEURL1B	54492	ENSG00000214357			Neurl1b (MGI:3643092)
chr5	172768089	172771199	5q35.1		600714	DUSP1, CL100, PTPN10	Dual specificity phosphatase-1	DUSP1	1843	ENSG00000120129			Dusp1 (MGI:105120)
chr5	172983759	173034896	5q35.1		603931	ATP6V0E, ATP6H	ATPase, H+ transporting, lysosomal 9kD V0 subunit e	ATP6V0E1	8992	ENSG00000113732	previously mapped to Chr.2		Atp6v0e (MGI:1328318)
chr5	173020725	173020928	5q35.1		611331	SNORA74B	Small nucleolar RNA, H/ACA box, 74B	SNORA74B	677841	ENSG00000212402	in intron 3 of ATP6V0E1		
chr5	173056348	173139287	5q35.1		617109	CREBRF, LRF, C5orf41	CREB3 recruitment factor	CREBRF	153222	ENSG00000164463			Crebrf (MGI:1924378)
chr5	173144441	173164386	5q35.1		603291	BNIP1, NIP1	BCL2/adenovirus E1B 19kD protein-interacting protein 1	BNIP1	662	ENSG00000113734			Bnip1 (MGI:109328)
chr5	173232103	173235311	5q35.1		600584	NKX2-5, NKX2E, CSX, CHNG5, VSD3, HLHS2	NK2 homeobox-5 gene	NKX2-5	1482	ENSG00000183072	near border with 5q35	Atrial septal defect 7, with or without AV conduction defects, 108900 (3), Autosomal dominant; Conotruncal heart malformations, variable, 217095 (3); Hypoplastic left heart syndrome 2, 614435 (3), Autosomal dominant; Hypothyroidism, congenital nongoitrous, 5, 225250 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant; Ventricular septal defect 3, 614432 (3), Autosomal dominant	Nkx2-5 (MGI:97350)
chr5	173300000	177100000		5q35.2	612886	MENOQ4	Menopause, natural, age at, QTL4		100302519		associated with rs365132, rs7718874, rs402511, rs691141, rs2278493	{Menopause, natural, age at, QTL4}, 612886 (2)	
chr5	173314722	173329502	5q35.2		603665	STC2, STCRP	Stanniocalcin 2	STC2	8614	ENSG00000113739			Stc2 (MGI:1316731)
chr5	173607144	173617076	5q35.2		616745	BOD1, FAM44B	Biorientation of chromosomes in cell division 1	BOD1	91272	ENSG00000145919			Bod1 (MGI:1916806)
chr5	173888327	173960990	5q35.2		610607	CPEB4, KIAA1673	Cytoplasmic polyadenylation element-binding protein 4	CPEB4	80315	ENSG00000113742			Cpeb4 (MGI:1914829)
chr5	174045603	174109178	5q35.2		616752	HMP19, NSG2	Hypothalamus golgi apparatus-expressed protein, 19kD		51617	ENSG00000170091			Nsg2 (MGI:1202070)
chr5	174724494	174730898	5q35.2		123101	MSX2, CRS2, HOX8	msh, Drosophila, homeo box homolog of, 2	MSX2	4488	ENSG00000120149		Craniosynostosis, type 2, 604757 (3), Autosomal dominant; Parietal foramina 1, 168500 (3), Autosomal dominant; Parietal foramina with cleidocranial dysplasia, 168550 (3), Autosomal dominant	Msx2 (MGI:97169)
chr5	175440671	175444159	5q35.2		126449	DRD1	Dopamine receptor D1	DRD1	1812	ENSG00000184845	same 300kb fragment as GRL		Drd1 (MGI:99578)
chr5	175478497	175529741	5q35.2		615569	SFXN1	Sideroflexin 1	SFXN1	94081	ENSG00000164466			Sfxn1 (MGI:2137677)
chr5	175796538	175884020	5q35.2		605033	CPLX2, CPX2	Complexin 2	CPLX2	10814	ENSG00000145920			Cplx2 (MGI:104726)
chr5	175959530	176034904	5q35.2		606929	THOC3, TEX1	THO complex 3 (Tex1, yeast, homolog of)	THOC3	84321	ENSG00000051596			Thoc3 (MGI:1920916)
chr5	176383936	176388926	5q35.2		612861	NOP15, HSPC111	Nop16, S. cerevisiae, homolog of	NOP16	51491	ENSG00000048162			Nop16 (MGI:107862)
chr5	176392454	176416613	5q35.2		118970	CLTB	Clathrin, light polypeptide (Lcb)	CLTB	1212	ENSG00000175416	previously mapped to chr. 4		Cltb (MGI:1921575)
chr5	176448332	176510073	5q35.2		616935	FAF2, ETEA, UBXD8, KIAA0887	Fas-associated factor family, member 2	FAF2	23197	ENSG00000113194			Faf2 (MGI:1923827)
chr5	176595801	176610129	5q35.2		611239	GPRIN1, GRIN1, KIAA1893	G protein-regulated inducer of neurite outgrowth 1	GPRIN1	114787	ENSG00000169258			Gprin1 (MGI:1349455)
chr5	176620083	176630560	5q35.2		602569	SNCB	Synuclein, beta	SNCB	6620	ENSG00000074317		Dementia, Lewy body, 127750 (3), Autosomal dominant	Sncb (MGI:1889011)
chr5	176810558	176880897	5q35.2		607869	UNC5A, UNC5H1	UNC5, C. elegans, homolog of, A	UNC5A	90249	ENSG00000113763			Unc5a (MGI:894682)
chr5	176880868	176899372	5q35.2		142570	HK3	Hexokinase-3, white cell	HK3	3101	ENSG00000160883			Hk3 (MGI:2670962)
chr5	176905004	177022639	5q35.2		609433	UIMC1, RAP80	Ubiquitin interaction motif containing 1	UIMC1	51720	ENSG00000087206			Uimc1 (MGI:103185)
chr5	177086871	177098143	5q35.2		134935	FGFR4	Fibroblast growth factor receptor-4	FGFR4	2264	ENSG00000160867	distal to DRD1	{Cancer progression/metastasis} (3)	Fgfr4 (MGI:95525)
chr5	177133078	177300212	5q35.3		606681	NSD1, ARA267, STO, SOTOS1	Nuclear receptor binding SET domain protein 1	NSD1	64324	ENSG00000165671	fusion gene with NUP98 in AML	Beckwith-Wiedemann syndrome, 130650 (3), Autosomal dominant; Leukemia, acute myeloid, 601626 (1), Autosomal dominant; Sotos syndrome 1, 117550 (3), Autosomal dominant	Nsd1 (MGI:1276545)
chr5	177301189	177303743	5q35.3		612415	RAB24	Ras-associated protein 24	RAB24	53917	ENSG00000169228			Rab24 (MGI:105065)
chr5	177303761	177306958	5q35.3		605733	PRELID1, PRELI, PX19	PRELI domain-containing protein 1	PRELID1	27166	ENSG00000169230			Prelid1 (MGI:1913744)
chr5	177305499	177312290	5q35.3		609450	MXD3, MAD3	MAX dimerization protein 3	MXD3	83463	ENSG00000213347			Mxd3 (MGI:104987)
chr5	177357670	177372600	5q35.3		602513	RGS14	Regulator of G protein signaling 14	RGS14	10636	ENSG00000169220			Rgs14 (MGI:1859709)
chr5	177384430	177412020	5q35.3		182309	SLC34A1, SLC17A2, NPT2, NPHLOP1, FRTS2, HCINF2	Solute carrier family 34 (sodium phosphate cotransporter), member 1	SLC34A1	6569	ENSG00000131183		Fanconi renotubular syndrome 2, 613388 (3), Autosomal recessive; Hypercalcemia, infantile, 2, 616963 (3), Autosomal recessive; Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286 (3), Autosomal dominant	Slc34a1 (MGI:1345284)
chr5	177400106	177400635	5q35.3		612812	PFN3	Profilin 3	PFN3	345456	ENSG00000196570			Pfn3 (MGI:2178800)
chr5	177402137	177409575	5q35.3		610619	F12, HAF, HAE3	Coagulation factor XII (Hageman factor)	F12	2161	ENSG00000131187		Angioedema, hereditary, type III, 610618 (3), Autosomal dominant; Factor XII deficiency, 234000 (3), Autosomal recessive	F12 (MGI:1891012)
chr5	177426495	177442848	5q35.3		600869	GRK6, GPRK6	G protein-coupled receptor kinase 6	GRK6	2870	ENSG00000198055			Grk6 (MGI:1347078)
chr5	177456611	177480367	5q35.3		126660	DBN1	Drebrin-1	DBN1	1627	ENSG00000113758			Dbn1 (MGI:1931838)
chr5	177483393	177497604	5q35.3		605903	PDLIM7, ENIGMA	PDZ and LIM domain 7 (enigma)	PDLIM7	9260	ENSG00000196923			Pdlim7 (MGI:1914649)
chr5	177501903	177510506	5q35.3		611435	DOK3, DOKL	Docking protein 3	DOK3	79930	ENSG00000146094			Dok3 (MGI:1351490)
chr5	177511576	177517325	5q35.3		608170	DDX41, ABS, MPLPF	DEAD/H box 41	DDX41	51428	ENSG00000183258		{Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to}, 616871 (3), Autosomal dominant	Ddx41 (MGI:1920185)
chr5	177519788	177554584	5q35.3		615813	FAM193B, IRIZIO, KIAA1931	Family with sequence similarity 193, member B	FAM193B	54540	ENSG00000146067			
chr5	177600117	177610346	5q35.3		604327	B4GALT7, XGALT1, XGPT1, EDSSLA	Xylosylprotein 4-beta-galactosyltransferase, polypeptide 7	B4GALT7	11285	ENSG00000027847		Ehlers-Danlos syndrome with short stature and limb anomalies, 130070 (3), Autosomal recessive	B4galt7 (MGI:2384987)
chr5	177992234	177996241	5q35.3		601538	PROP1, CPHD2	Prophet of Pit1, paired-like homeodomain transcription factor	PROP1	5626	ENSG00000280635		Pituitary hormone deficiency, combined, 2, 262600 (3), Autosomal recessive	Prop1 (MGI:109330)
chr5	178149462	178153959	5q35.3		606470	NOLA2, NHP2, DKCB2	Nucleolar protein family A, member 2	NHP2	55651	ENSG00000145912		Dyskeratosis congenita, autosomal recessive 2, 613987 (3), Autosomal recessive	Nhp2 (MGI:1098547)
chr5	178208473	178232821	5q35.3		614683	PHYKPL, AGXT2L2, PHLU	5-phosphohydroxy-L-lysine phospho-lyase	PHYKPL	85007	ENSG00000175309	mutation identified in 1 PHLU patient	[?Phosphohydroxylysinuria], 615011 (3)	Phykpl (MGI:1920197)
chr5	178237615	178590554	5q35.3		610043	COL23A1	Collagen, type XXIII, alpha-1	COL23A1	91522	ENSG00000050767			Col23a1 (MGI:2653243)
chr5	178602663	178627052	5q35.3		607969	CLK4	CDC-like kinase 4	CLK4	57396	ENSG00000113240			Clk4 (MGI:1098551)
chr5	178711520	178730701	5q35.3		602444	TCF17, KID1	Transcription factor-17	ZNF354A	6940	ENSG00000169131			Zfp354a (MGI:103172)
chr5	178978326	178995122	5q35.3		604096	GRM6, MGLUR6, CSNB1B	Glutamate receptor, metabotropic, 6	GRM6	2916	ENSG00000113262		Night blindness, congenital stationary (complete), 1B, autosomal recessive, 257270 (3), Autosomal recessive	Grm6 (MGI:1351343)
chr5	179110850	179345429	5q35.3		604539	ADAMTS2, NPI	A disintegrin-like and metalloproteinase with thrombospondin type 1 motif, 2 (procollagen I N-proteinase)	ADAMTS2	9509	ENSG00000087116		Ehlers-Danlos syndrome, type VIIC, 225410 (3), Autosomal recessive	Adamts2 (MGI:1347356)
chr5	179550550	179610025	5q35.3		610327	RUFY1	RUN and FYVE domains-containing protein 1	RUFY1	80230	ENSG00000176783			Rufy1 (MGI:2429762)
chr5	179614177	179634783	5q35.3		601035	HNRPH1	Heterogeneous nuclear ribonucleoprotein H	HNRNPH1	3187	ENSG00000169045			Hnrnph1 (MGI:1891925)
chr5	179678630	179731640	5q35.3		114217	CANX	Calnexin	CANX	821	ENSG00000127022			Canx (MGI:88261)
chr5	179732849	179777285	5q35.3		605424	MAML1	Mastermind, Drosophila, homolog of, 1	MAML1	9794	ENSG00000161021			Maml1 (MGI:1890504)
chr5	179793984	179796511	5q35.3		246530	LTC4S	Leukotriene C4 synthase	LTC4S	4056	ENSG00000213316		Leukotriene C4 synthase deficiency, 614037 (1), Autosomal recessive	Ltc4s (MGI:107498)
chr5	179797596	179806951	5q35.3		604561	MGAT4B	Alpha-1,3-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	MGAT4B	11282	ENSG00000161013			Mgat4b (MGI:2143974)
chr5	179806387	179838077	5q35.3		601530	SQSTM1, P62, PDB3, FTDALS3	Sequestosome 1	SQSTM1	8878	ENSG00000161011		Frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3), Autosomal dominant; Paget disease of bone 3, 167250 (3), Autosomal dominant	Sqstm1 (MGI:107931)
chr5	180233593	180292070	5q35.3		602896	MAPK9, PRKM9, JNK2	Mitogen-activated protein kinase 9	MAPK9	5601	ENSG00000050748			Mapk9 (MGI:1346862)
chr5	180300689	180353386	5q35.3		603865	GFPT2, GFAT2	Glutamine: fructose-6-phosphate amidotransferase 2	GFPT2	9945	ENSG00000131459			Gfpt2 (MGI:1338883)
chr5	180494372	180578404	5q35.3		608951	CNOT6, CCR4, KIAA1194	CCR4-NOT transcription complex, subunit 6	CNOT6	57472	ENSG00000113300			Cnot6 (MGI:2144529)
chr5	180590104	180591486	5q35.3		606500	SCGB3A1, HIN1	Secretoglobin, family 3A, member 1	SCGB3A1	92304	ENSG00000161055			Scgb3a1 (MGI:1915912)
chr5	180601505	180650297	5q35.3		136352	FLT4, VEGFR3, PCL, LMPH1A	fms-related tyrosine kinase-4 (vascular endothelial growth factor receptor 3)	FLT4	2324	ENSG00000037280		Hemangioma, capillary infantile, somatic, 602089 (3); Lymphedema, hereditary, IA, 153100 (3), Autosomal dominant	Flt4 (MGI:95561)
chr5	180790540	180815651	5q35.3		160995	MGAT1, GLYT1	Mannosyl (alpha-1,3-)-glycoprotein beta-1,2, N-acetylglucosaminyltransferase	MGAT1	4245	ENSG00000131446			Mgat1 (MGI:96973)
chr5	180843579	180861326	5q35.3		610281	ZFP62	Zinc finger protein 62	ZFP62	643836	ENSG00000196670			Zfp62 (MGI:99662)
chr5	180899076	180952165	5q35.3		615606	BTNL8, BTN9.2	Butyrophilin-like protein 8	BTNL8	79908	ENSG00000113303			
chr5	180988844	181006726	5q35.3		606192	BTNL3	Butyrophilin-like protein 3	BTNL3	10917	ENSG00000168903			
chr5	181097069	181097141	5q35.3		612995	TRV-CAC1-2, TRNAV2, TRV2	Transfer RNA valine (CAC) 1-2	TRV-CAC1-2	7240				
